43879514,7645,421727.78
43879515,5352,764200.7
43879516,6558,448785.67
43879517,5800,643668.23
43879518,5644,755909.92
43879519,7752,177255.67
43879520,7482,324827.91
43879521,7653,763770.68
43879522,5697,622847.98
43879523,4422,166230.77
43879524,7772,385315.55
43879525,5450,361550.99
43879526,1217,229612.32
43879527,8602,882564.05
43879528,9408,40167.71
43879529,8634,632644.34
43879530,7487,947595.6
43879531,3126,800486.31
43879532,3840,446533.68
43879533,8735,298096.95
43879534,8827,23605.54
43879535,5048,764604.84
43879536,9731,647823.31
43879537,1996,556841.89
43879538,8194,715802.82
43879539,528,572911.5
43879540,5342,536071.75
43879541,5209,104312.77
43879542,7086,62249.23
43879543,8448,361778.88
43879544,8085,194771.09
43879545,4061,319267.43
43879546,156,104992.94
43879547,2414,173675.01
43879548,8462,470484.98
43879549,13,181141.53
43879550,5018,651767.49
43879551,5136,296289.1
43879552,3465,369430.13
43879553,8671,199081.0
43879554,144,309844.11
43879555,1798,359189.28
43879556,7200,664563.04
43879557,7146,965982.36
43879558,8564,271984.88
43879559,2743,271759.23
43879560,8884,148035.12
43879561,6650,355953.79
43879562,9495,422435.94
43879563,1792,606039.45
43879564,1480,928705.73
43879565,4400,275977.99
43879566,5045,794552.43
43879567,5513,442879.76
43879568,256,317130.52
43879569,3246,137198.17
43879570,7291,363664.0
43879571,1384,783592.64
43879572,511,211251.08
43879573,613,52645.95
43879574,9849,210646.38
43879575,5296,131868.15
43879576,5948,180257.97
43879577,9664,524579.59
43879578,868,254316.37
43879579,8207,277084.76
43879580,5656,64451.96
43879581,3031,397431.06
43879582,8108,711693.23
43879583,6282,452799.51
43879584,7360,302712.68
43879585,4855,866046.6
43879586,2769,925762.45
43879587,4233,959083.02
43879588,2296,391020.03
43879589,3635,982552.96
43879590,6374,899153.91
43879591,9015,543094.01
43879592,9588,524731.42
43879593,634,850018.04
43879594,7621,175873.56
43879595,5180,959227.74
43879596,1599,832249.52
43879597,2324,477341.58
43879598,663,232857.32
43879599,1842,848872.69
43879600,8839,166736.96
43879601,1579,542617.5
43879602,4677,371197.13
43879603,5308,620765.27
43879604,1957,309712.09
43879605,6615,557168.68
43879606,34,696063.5
43879607,1383,929204.46
43879608,1022,635193.28
43879609,1826,166005.2
43879610,322,251370.35
43879611,7572,642663.4
43879612,660,871383.81
43879613,1684,473089.11
43879614,4536,307372.64
43879615,3381,751347.88
43879616,7003,545142.08
43879617,3706,183880.2
43879618,420,90275.86
43879619,9604,692340.74
43879620,6998,246200.5
43879621,7187,451537.5
43879622,4837,167335.93
43879623,4923,820140.97
43879624,7243,709348.83
43879625,4409,475378.76
43879626,6751,402603.62
43879627,6461,275472.15
43879628,1913,984107.48
43879629,2137,210239.47
43879630,8493,884437.76
43879631,3825,898241.11
43879632,3015,567729.53
43879633,8769,400749.47
43879634,2244,721015.62
43879635,3036,555336.36
43879636,6893,718904.97
43879637,1509,121327.98
43879638,6977,301503.26
43879639,5352,239082.54
43879640,9930,445409.3
43879641,9287,827252.43
43879642,4620,609495.15
43879643,9961,376500.15
43879644,9781,302311.55
43879645,5895,170877.39
43879646,5833,997687.2
43879647,158,850162.33
43879648,8204,847547.47
43879649,9291,693445.19
43879650,8926,487052.46
43879651,4710,753597.0
43879652,602,639732.16
43879653,7838,991286.17
43879654,5823,541356.95
43879655,6183,221883.37
43879656,4040,609657.47
43879657,3855,736199.18
43879658,3575,793202.4
43879659,3036,589070.52
43879660,5333,644690.29
43879661,662,416262.55
43879662,9529,191535.27
43879663,2889,979049.31
43879664,8950,813877.3
43879665,9764,466055.14
43879666,239,364459.51
43879667,4230,823740.47
43879668,1373,668326.34
43879669,808,476001.72
43879670,2771,289710.56
43879671,7402,853203.84
43879672,5248,430440.61
43879673,4009,402215.55
43879674,5109,690655.03
43879675,4194,683207.14
43879676,6666,649703.13
43879677,3752,937519.74
43879678,7569,32512.05
43879679,5521,543627.4
43879680,4569,645772.19
43879681,5418,745745.95
43879682,6926,87410.59
43879683,7765,872770.07
43879684,2308,882980.78
43879685,9099,242434.68
43879686,5569,647128.75
43879687,6181,988229.98
43879688,4770,507234.34
43879689,5800,206885.22
43879690,3955,833271.1
43879691,1226,323247.62
43879692,6364,39266.24
43879693,153,471529.86
43879694,9885,381935.87
43879695,3720,634128.68
43879696,6676,187422.57
43879697,8105,85876.41
43879698,6292,477807.8
43879699,4617,272254.73
43879700,7840,727370.33
43879701,908,590822.86
43879702,5628,846852.27
43879703,7295,426642.17
43879704,8560,745382.22
43879705,6522,805307.41
43879706,496,304159.31
43879707,5623,501460.33
43879708,9426,529559.41
43879709,2611,192467.08
43879710,8194,126729.21
43879711,5272,500540.81
43879712,1616,97973.3
43879713,4939,390399.04
43879714,3902,921103.07
43879715,5868,542582.96
43879716,5575,782041.44
43879717,1413,813361.72
43879718,3549,297228.73
43879719,7098,994729.26
43879720,9225,372738.79
43879721,8882,532921.99
43879722,9618,423307.47
43879723,2650,903031.76
43879724,1219,703840.4
43879725,4691,764092.54
43879726,2907,697103.25
43879727,2401,286662.87
43879728,6231,824289.8
43879729,7192,49895.88
43879730,6122,675236.2
43879731,4663,859357.88
43879732,8628,280162.67
43879733,8052,286515.99
43879734,5528,398438.78
43879735,9127,138626.97
43879736,663,55856.95
43879737,4214,806886.19
43879738,2777,482643.44
